"Step","ruby-20231106_104248 - train_loss","ruby-20231106_104248 - train_loss__MIN","ruby-20231106_104248 - train_loss__MAX","php-20231102_160100 - train_loss","php-20231102_160100 - train_loss__MIN","php-20231102_160100 - train_loss__MAX","java-20231101_090754 - train_loss","java-20231101_090754 - train_loss__MIN","java-20231101_090754 - train_loss__MAX","go-20231031_120958 - train_loss","go-20231031_120958 - train_loss__MIN","go-20231031_120958 - train_loss__MAX","javascript-20231029_122314 - train_loss","javascript-20231029_122314 - train_loss__MIN","javascript-20231029_122314 - train_loss__MAX","python-20231028_204326 - train_loss","python-20231028_204326 - train_loss__MIN","python-20231028_204326 - train_loss__MAX"
"1360","4.2106","4.2106","4.2106","4.31","4.31","4.31","4.3702","4.3702","4.3702","","","","3.7891","3.7891","3.7891","3.9862","3.9862","3.9862"
"1370","4.2041","4.2041","4.2041","4.3022","4.3022","4.3022","4.363","4.363","4.363","","","","3.7826","3.7826","3.7826","3.9792","3.9792","3.9792"
"1380","4.1982","4.1982","4.1982","4.2937","4.2937","4.2937","4.3562","4.3562","4.3562","","","","3.7759","3.7759","3.7759","3.9725","3.9725","3.9725"
"1390","4.1926","4.1926","4.1926","4.2854","4.2854","4.2854","4.3495","4.3495","4.3495","","","","3.7695","3.7695","3.7695","3.9665","3.9665","3.9665"
"1400","4.1864","4.1864","4.1864","4.2773","4.2773","4.2773","4.3418","4.3418","4.3418","","","","3.763","3.763","3.763","3.9603","3.9603","3.9603"
"1410","4.1804","4.1804","4.1804","4.2692","4.2692","4.2692","4.3343","4.3343","4.3343","","","","3.757","3.757","3.757","3.9538","3.9538","3.9538"
"1420","4.1743","4.1743","4.1743","4.2614","4.2614","4.2614","4.3268","4.3268","4.3268","","","","3.7511","3.7511","3.7511","3.948","3.948","3.948"
"1430","4.1684","4.1684","4.1684","4.254","4.254","4.254","4.3199","4.3199","4.3199","","","","3.7451","3.7451","3.7451","3.9418","3.9418","3.9418"
"1440","4.1628","4.1628","4.1628","4.2465","4.2465","4.2465","4.313","4.313","4.313","","","","3.7388","3.7388","3.7388","3.9354","3.9354","3.9354"
"1450","4.1572","4.1572","4.1572","4.2387","4.2387","4.2387","4.3063","4.3063","4.3063","","","","3.7325","3.7325","3.7325","3.9291","3.9291","3.9291"
"1460","4.1516","4.1516","4.1516","4.2311","4.2311","4.2311","4.2994","4.2994","4.2994","","","","3.7265","3.7265","3.7265","3.9229","3.9229","3.9229"
"1470","4.1464","4.1464","4.1464","4.2242","4.2242","4.2242","4.2928","4.2928","4.2928","","","","3.7204","3.7204","3.7204","3.9169","3.9169","3.9169"
"1480","4.141","4.141","4.141","4.2166","4.2166","4.2166","4.2858","4.2858","4.2858","","","","3.715","3.715","3.715","3.9111","3.9111","3.9111"
"1490","4.1354","4.1354","4.1354","4.2092","4.2092","4.2092","4.2794","4.2794","4.2794","","","","3.7088","3.7088","3.7088","3.9051","3.9051","3.9051"
"1500","4.1302","4.1302","4.1302","4.202","4.202","4.202","4.2731","4.2731","4.2731","","","","3.7027","3.7027","3.7027","3.8992","3.8992","3.8992"
"1510","4.1245","4.1245","4.1245","4.1951","4.1951","4.1951","4.2664","4.2664","4.2664","","","","3.6964","3.6964","3.6964","3.8937","3.8937","3.8937"
"1520","4.1194","4.1194","4.1194","4.1876","4.1876","4.1876","4.2599","4.2599","4.2599","","","","3.6909","3.6909","3.6909","3.8879","3.8879","3.8879"
"1530","4.1142","4.1142","4.1142","4.1806","4.1806","4.1806","4.2533","4.2533","4.2533","","","","3.6855","3.6855","3.6855","3.8823","3.8823","3.8823"
"1540","4.1092","4.1092","4.1092","4.1736","4.1736","4.1736","4.247","4.247","4.247","","","","3.6802","3.6802","3.6802","3.8768","3.8768","3.8768"
"1550","4.1043","4.1043","4.1043","4.1666","4.1666","4.1666","4.2398","4.2398","4.2398","","","","3.6749","3.6749","3.6749","3.871","3.871","3.871"
"1560","4.0989","4.0989","4.0989","4.1599","4.1599","4.1599","4.2333","4.2333","4.2333","","","","3.6693","3.6693","3.6693","3.8651","3.8651","3.8651"
"1570","4.0942","4.0942","4.0942","4.1532","4.1532","4.1532","4.2272","4.2272","4.2272","","","","3.6636","3.6636","3.6636","3.8595","3.8595","3.8595"
"1580","4.0891","4.0891","4.0891","4.1469","4.1469","4.1469","4.221","4.221","4.221","","","","3.6578","3.6578","3.6578","3.8539","3.8539","3.8539"
"1590","4.0841","4.0841","4.0841","4.1399","4.1399","4.1399","4.2149","4.2149","4.2149","","","","3.6526","3.6526","3.6526","3.8488","3.8488","3.8488"
"1600","4.0791","4.0791","4.0791","4.1334","4.1334","4.1334","4.2088","4.2088","4.2088","","","","3.6469","3.6469","3.6469","3.8432","3.8432","3.8432"
"1610","4.0743","4.0743","4.0743","4.1268","4.1268","4.1268","4.202","4.202","4.202","","","","3.6413","3.6413","3.6413","3.8377","3.8377","3.8377"
"1620","4.0692","4.0692","4.0692","4.1201","4.1201","4.1201","4.196","4.196","4.196","","","","3.6358","3.6358","3.6358","3.8321","3.8321","3.8321"
"1630","4.0647","4.0647","4.0647","4.1139","4.1139","4.1139","4.1906","4.1906","4.1906","","","","3.6303","3.6303","3.6303","3.8266","3.8266","3.8266"
"1640","4.0603","4.0603","4.0603","4.1072","4.1072","4.1072","4.185","4.185","4.185","","","","3.6248","3.6248","3.6248","3.8217","3.8217","3.8217"
"1650","4.0556","4.0556","4.0556","4.1005","4.1005","4.1005","4.1789","4.1789","4.1789","","","","3.6198","3.6198","3.6198","3.8162","3.8162","3.8162"
"1660","4.0508","4.0508","4.0508","4.0941","4.0941","4.0941","4.1733","4.1733","4.1733","","","","3.6145","3.6145","3.6145","3.8109","3.8109","3.8109"
"1670","4.0462","4.0462","4.0462","4.0883","4.0883","4.0883","4.1676","4.1676","4.1676","","","","3.6096","3.6096","3.6096","3.8058","3.8058","3.8058"
"1680","4.0414","4.0414","4.0414","4.082","4.082","4.082","4.1613","4.1613","4.1613","","","","3.6046","3.6046","3.6046","3.801","3.801","3.801"
"1690","4.0369","4.0369","4.0369","4.0756","4.0756","4.0756","4.155","4.155","4.155","","","","3.5998","3.5998","3.5998","3.7958","3.7958","3.7958"
"1700","4.0323","4.0323","4.0323","4.069","4.069","4.069","4.1492","4.1492","4.1492","","","","3.5952","3.5952","3.5952","3.7905","3.7905","3.7905"
"1710","4.0274","4.0274","4.0274","4.0629","4.0629","4.0629","4.1433","4.1433","4.1433","","","","3.5899","3.5899","3.5899","3.7854","3.7854","3.7854"
"1720","4.023","4.023","4.023","4.0566","4.0566","4.0566","4.1378","4.1378","4.1378","","","","3.5853","3.5853","3.5853","3.7808","3.7808","3.7808"
"1730","4.0178","4.0178","4.0178","4.0503","4.0503","4.0503","4.1322","4.1322","4.1322","","","","3.5803","3.5803","3.5803","3.7756","3.7756","3.7756"
"1740","4.0133","4.0133","4.0133","4.0445","4.0445","4.0445","4.1265","4.1265","4.1265","","","","3.5756","3.5756","3.5756","3.771","3.771","3.771"
"1750","4.0088","4.0088","4.0088","4.0384","4.0384","4.0384","4.1207","4.1207","4.1207","","","","3.5712","3.5712","3.5712","3.7661","3.7661","3.7661"
"1760","4.0047","4.0047","4.0047","4.0321","4.0321","4.0321","4.1154","4.1154","4.1154","","","","3.5666","3.5666","3.5666","3.7617","3.7617","3.7617"
"1770","4.0004","4.0004","4.0004","4.0263","4.0263","4.0263","4.1096","4.1096","4.1096","","","","3.5614","3.5614","3.5614","3.7565","3.7565","3.7565"
"1780","3.9957","3.9957","3.9957","4.0206","4.0206","4.0206","4.1042","4.1042","4.1042","","","","3.557","3.557","3.557","3.7514","3.7514","3.7514"
"1790","3.9912","3.9912","3.9912","4.0149","4.0149","4.0149","4.0991","4.0991","4.0991","","","","3.5524","3.5524","3.5524","3.7467","3.7467","3.7467"
"1800","3.9869","3.9869","3.9869","4.0087","4.0087","4.0087","4.0935","4.0935","4.0935","","","","3.5478","3.5478","3.5478","3.7418","3.7418","3.7418"
"1810","3.9827","3.9827","3.9827","4.003","4.003","4.003","4.0882","4.0882","4.0882","","","","3.5434","3.5434","3.5434","3.7374","3.7374","3.7374"
"1820","3.9786","3.9786","3.9786","3.9972","3.9972","3.9972","4.0828","4.0828","4.0828","","","","3.539","3.539","3.539","3.7331","3.7331","3.7331"
"1830","3.9745","3.9745","3.9745","3.9915","3.9915","3.9915","4.0771","4.0771","4.0771","","","","3.5346","3.5346","3.5346","3.7285","3.7285","3.7285"
"1840","3.9707","3.9707","3.9707","3.9855","3.9855","3.9855","4.0716","4.0716","4.0716","","","","3.5305","3.5305","3.5305","3.7241","3.7241","3.7241"
"1850","3.9663","3.9663","3.9663","3.9796","3.9796","3.9796","4.0665","4.0665","4.0665","","","","3.5259","3.5259","3.5259","3.7197","3.7197","3.7197"
"1860","3.9622","3.9622","3.9622","3.9744","3.9744","3.9744","4.0611","4.0611","4.0611","","","","3.5216","3.5216","3.5216","3.7155","3.7155","3.7155"
"1870","3.9579","3.9579","3.9579","3.9688","3.9688","3.9688","4.0556","4.0556","4.0556","","","","3.5175","3.5175","3.5175","3.7109","3.7109","3.7109"
"1880","3.9537","3.9537","3.9537","3.9631","3.9631","3.9631","4.051","4.051","4.051","","","","3.5133","3.5133","3.5133","3.7069","3.7069","3.7069"
"1890","3.9497","3.9497","3.9497","3.9579","3.9579","3.9579","4.0461","4.0461","4.0461","","","","3.5091","3.5091","3.5091","3.7026","3.7026","3.7026"
"1900","3.9456","3.9456","3.9456","3.9526","3.9526","3.9526","4.0407","4.0407","4.0407","","","","3.5047","3.5047","3.5047","3.6982","3.6982","3.6982"
"1910","3.9411","3.9411","3.9411","3.947","3.947","3.947","4.0356","4.0356","4.0356","","","","3.5003","3.5003","3.5003","3.6939","3.6939","3.6939"
"1920","3.9372","3.9372","3.9372","3.9417","3.9417","3.9417","4.0303","4.0303","4.0303","","","","3.4957","3.4957","3.4957","3.6894","3.6894","3.6894"
"1930","3.933","3.933","3.933","3.9363","3.9363","3.9363","4.0254","4.0254","4.0254","","","","3.4916","3.4916","3.4916","3.6852","3.6852","3.6852"
"1940","3.9292","3.9292","3.9292","3.9308","3.9308","3.9308","4.0202","4.0202","4.0202","","","","3.4877","3.4877","3.4877","3.6811","3.6811","3.6811"
"1950","3.9256","3.9256","3.9256","3.9251","3.9251","3.9251","4.0152","4.0152","4.0152","","","","3.4835","3.4835","3.4835","3.6766","3.6766","3.6766"
"1960","3.9217","3.9217","3.9217","3.9199","3.9199","3.9199","4.0101","4.0101","4.0101","","","","3.4794","3.4794","3.4794","3.6727","3.6727","3.6727"
"1970","3.9176","3.9176","3.9176","3.9148","3.9148","3.9148","4.0045","4.0045","4.0045","","","","3.4753","3.4753","3.4753","3.6684","3.6684","3.6684"
"1980","3.9135","3.9135","3.9135","3.9093","3.9093","3.9093","3.9997","3.9997","3.9997","","","","3.4709","3.4709","3.4709","3.6641","3.6641","3.6641"
"1990","3.9097","3.9097","3.9097","3.9039","3.9039","3.9039","3.9948","3.9948","3.9948","","","","3.4671","3.4671","3.4671","3.6597","3.6597","3.6597"
"2000","3.9061","3.9061","3.9061","3.8987","3.8987","3.8987","3.9897","3.9897","3.9897","","","","3.4633","3.4633","3.4633","3.6558","3.6558","3.6558"
"2010","3.9022","3.9022","3.9022","3.8932","3.8932","3.8932","3.985","3.985","3.985","","","","3.4593","3.4593","3.4593","3.6518","3.6518","3.6518"
"2020","3.8984","3.8984","3.8984","3.888","3.888","3.888","3.9802","3.9802","3.9802","","","","3.4552","3.4552","3.4552","3.6476","3.6476","3.6476"
"2030","3.8951","3.8951","3.8951","3.883","3.883","3.883","3.9754","3.9754","3.9754","","","","3.4512","3.4512","3.4512","3.6431","3.6431","3.6431"
"2040","3.8914","3.8914","3.8914","3.8775","3.8775","3.8775","3.9706","3.9706","3.9706","","","","3.4476","3.4476","3.4476","3.6389","3.6389","3.6389"
"2050","3.8877","3.8877","3.8877","3.8726","3.8726","3.8726","3.9656","3.9656","3.9656","","","","3.4437","3.4437","3.4437","3.6351","3.6351","3.6351"
"2060","3.8843","3.8843","3.8843","3.8677","3.8677","3.8677","3.9605","3.9605","3.9605","","","","3.4401","3.4401","3.4401","3.6314","3.6314","3.6314"
"2070","3.8807","3.8807","3.8807","3.8625","3.8625","3.8625","3.9559","3.9559","3.9559","","","","3.4358","3.4358","3.4358","3.6276","3.6276","3.6276"
"2080","3.8769","3.8769","3.8769","3.8574","3.8574","3.8574","3.9514","3.9514","3.9514","","","","3.4317","3.4317","3.4317","3.6236","3.6236","3.6236"
"2090","3.8735","3.8735","3.8735","3.8525","3.8525","3.8525","3.9465","3.9465","3.9465","","","","3.4276","3.4276","3.4276","3.6199","3.6199","3.6199"
"2100","3.8698","3.8698","3.8698","3.8479","3.8479","3.8479","3.9421","3.9421","3.9421","","","","3.4237","3.4237","3.4237","3.616","3.616","3.616"
"2110","3.8666","3.8666","3.8666","3.8432","3.8432","3.8432","3.9377","3.9377","3.9377","","","","3.4199","3.4199","3.4199","3.6121","3.6121","3.6121"
"2120","3.8629","3.8629","3.8629","3.8385","3.8385","3.8385","3.9328","3.9328","3.9328","","","","3.4164","3.4164","3.4164","3.6083","3.6083","3.6083"
"2130","3.8593","3.8593","3.8593","3.8339","3.8339","3.8339","3.9277","3.9277","3.9277","","","","3.4126","3.4126","3.4126","3.6045","3.6045","3.6045"
"2140","3.8559","3.8559","3.8559","3.829","3.829","3.829","3.9227","3.9227","3.9227","","","","3.4089","3.4089","3.4089","3.6007","3.6007","3.6007"
"2150","3.8527","3.8527","3.8527","3.8246","3.8246","3.8246","3.9182","3.9182","3.9182","","","","3.4051","3.4051","3.4051","3.5969","3.5969","3.5969"
"2160","3.8493","3.8493","3.8493","3.8201","3.8201","3.8201","3.9138","3.9138","3.9138","","","","3.4016","3.4016","3.4016","3.5932","3.5932","3.5932"
"2170","3.8459","3.8459","3.8459","3.8153","3.8153","3.8153","3.9095","3.9095","3.9095","","","","3.3983","3.3983","3.3983","3.5894","3.5894","3.5894"
"2180","3.8422","3.8422","3.8422","3.8106","3.8106","3.8106","3.9054","3.9054","3.9054","","","","3.3944","3.3944","3.3944","3.5855","3.5855","3.5855"
"2190","3.8389","3.8389","3.8389","3.8063","3.8063","3.8063","3.901","3.901","3.901","","","","3.3907","3.3907","3.3907","3.5818","3.5818","3.5818"
"2200","3.8353","3.8353","3.8353","3.8018","3.8018","3.8018","3.8963","3.8963","3.8963","","","","3.3871","3.3871","3.3871","3.5782","3.5782","3.5782"
"2210","3.8317","3.8317","3.8317","3.7972","3.7972","3.7972","3.8916","3.8916","3.8916","","","","3.3838","3.3838","3.3838","3.5744","3.5744","3.5744"
"2220","3.8286","3.8286","3.8286","3.7928","3.7928","3.7928","3.8872","3.8872","3.8872","","","","3.3802","3.3802","3.3802","3.5708","3.5708","3.5708"
"2230","3.8251","3.8251","3.8251","3.7878","3.7878","3.7878","3.8832","3.8832","3.8832","","","","3.3766","3.3766","3.3766","3.567","3.567","3.567"
"2240","3.8216","3.8216","3.8216","3.7831","3.7831","3.7831","3.8792","3.8792","3.8792","","","","3.373","3.373","3.373","3.5633","3.5633","3.5633"
"2250","3.818","3.818","3.818","3.7787","3.7787","3.7787","3.8747","3.8747","3.8747","","","","3.3694","3.3694","3.3694","3.5596","3.5596","3.5596"
"2260","3.815","3.815","3.815","3.7744","3.7744","3.7744","3.8705","3.8705","3.8705","","","","3.3659","3.3659","3.3659","3.5562","3.5562","3.5562"
"2270","3.8116","3.8116","3.8116","3.7701","3.7701","3.7701","3.8661","3.8661","3.8661","","","","3.3627","3.3627","3.3627","3.5528","3.5528","3.5528"
"2280","3.8087","3.8087","3.8087","3.7655","3.7655","3.7655","3.8614","3.8614","3.8614","","","","3.3592","3.3592","3.3592","3.5493","3.5493","3.5493"
"2290","3.8057","3.8057","3.8057","3.7613","3.7613","3.7613","3.8574","3.8574","3.8574","","","","3.3556","3.3556","3.3556","3.5458","3.5458","3.5458"
"2300","3.8026","3.8026","3.8026","3.7567","3.7567","3.7567","3.8531","3.8531","3.8531","","","","3.3526","3.3526","3.3526","3.5422","3.5422","3.5422"
"2310","3.7994","3.7994","3.7994","3.7525","3.7525","3.7525","3.849","3.849","3.849","","","","3.349","3.349","3.349","3.5389","3.5389","3.5389"
"2320","3.7966","3.7966","3.7966","3.7483","3.7483","3.7483","3.8447","3.8447","3.8447","","","","3.346","3.346","3.346","3.5356","3.5356","3.5356"
"2330","3.7936","3.7936","3.7936","3.7438","3.7438","3.7438","3.8406","3.8406","3.8406","","","","3.3427","3.3427","3.3427","3.5322","3.5322","3.5322"
"2340","3.7905","3.7905","3.7905","3.7397","3.7397","3.7397","3.8363","3.8363","3.8363","","","","3.3393","3.3393","3.3393","3.5291","3.5291","3.5291"
"2350","3.7878","3.7878","3.7878","3.7356","3.7356","3.7356","3.8321","3.8321","3.8321","","","","3.3357","3.3357","3.3357","3.5258","3.5258","3.5258"
"2360","3.7846","3.7846","3.7846","3.7316","3.7316","3.7316","3.8279","3.8279","3.8279","","","","3.3325","3.3325","3.3325","3.5227","3.5227","3.5227"
"2370","3.7817","3.7817","3.7817","3.7271","3.7271","3.7271","3.8241","3.8241","3.8241","","","","3.3291","3.3291","3.3291","3.5191","3.5191","3.5191"
"2380","3.7787","3.7787","3.7787","3.723","3.723","3.723","3.8203","3.8203","3.8203","","","","3.3259","3.3259","3.3259","3.5158","3.5158","3.5158"
"2390","3.7757","3.7757","3.7757","3.7187","3.7187","3.7187","3.8163","3.8163","3.8163","","","","3.3228","3.3228","3.3228","3.5127","3.5127","3.5127"
"2400","3.7728","3.7728","3.7728","3.7148","3.7148","3.7148","3.8124","3.8124","3.8124","","","","3.3194","3.3194","3.3194","3.5093","3.5093","3.5093"
"2410","3.7699","3.7699","3.7699","3.711","3.711","3.711","3.8084","3.8084","3.8084","","","","3.3163","3.3163","3.3163","3.506","3.506","3.506"
"2420","3.7669","3.7669","3.7669","3.7068","3.7068","3.7068","3.8048","3.8048","3.8048","","","","3.313","3.313","3.313","3.5028","3.5028","3.5028"
"2430","3.7642","3.7642","3.7642","3.7026","3.7026","3.7026","3.8013","3.8013","3.8013","","","","3.3098","3.3098","3.3098","3.4997","3.4997","3.4997"
"2440","3.761","3.761","3.761","3.6987","3.6987","3.6987","3.797","3.797","3.797","","","","3.3068","3.3068","3.3068","3.4965","3.4965","3.4965"
"2450","3.7582","3.7582","3.7582","3.6946","3.6946","3.6946","3.7933","3.7933","3.7933","","","","3.3037","3.3037","3.3037","3.4932","3.4932","3.4932"
"2460","3.7554","3.7554","3.7554","3.6905","3.6905","3.6905","3.789","3.789","3.789","","","","3.3008","3.3008","3.3008","3.4904","3.4904","3.4904"
"2470","3.7526","3.7526","3.7526","3.6866","3.6866","3.6866","3.7853","3.7853","3.7853","","","","3.2976","3.2976","3.2976","3.4872","3.4872","3.4872"
"2480","3.7497","3.7497","3.7497","3.6826","3.6826","3.6826","3.7814","3.7814","3.7814","","","","3.2947","3.2947","3.2947","3.4841","3.4841","3.4841"
"2490","3.7468","3.7468","3.7468","3.6786","3.6786","3.6786","3.7775","3.7775","3.7775","","","","3.2916","3.2916","3.2916","3.481","3.481","3.481"
"2500","3.744","3.744","3.744","3.6748","3.6748","3.6748","3.7736","3.7736","3.7736","","","","3.2885","3.2885","3.2885","3.4779","3.4779","3.4779"
"2510","3.7413","3.7413","3.7413","3.6705","3.6705","3.6705","3.7698","3.7698","3.7698","","","","3.2856","3.2856","3.2856","3.4749","3.4749","3.4749"
"2520","3.7388","3.7388","3.7388","3.6668","3.6668","3.6668","3.7662","3.7662","3.7662","","","","3.2827","3.2827","3.2827","3.4719","3.4719","3.4719"
"2530","3.7363","3.7363","3.7363","3.6626","3.6626","3.6626","3.7628","3.7628","3.7628","","","","3.28","3.28","3.28","3.4688","3.4688","3.4688"
"2540","3.7335","3.7335","3.7335","3.6586","3.6586","3.6586","3.759","3.759","3.759","","","","3.2771","3.2771","3.2771","3.4655","3.4655","3.4655"
"2550","3.7309","3.7309","3.7309","3.6546","3.6546","3.6546","3.7555","3.7555","3.7555","","","","3.2738","3.2738","3.2738","3.4624","3.4624","3.4624"
"2560","3.7282","3.7282","3.7282","3.651","3.651","3.651","3.7517","3.7517","3.7517","","","","3.2709","3.2709","3.2709","3.4597","3.4597","3.4597"
"2570","3.7256","3.7256","3.7256","3.6474","3.6474","3.6474","3.748","3.748","3.748","","","","3.2678","3.2678","3.2678","3.4565","3.4565","3.4565"
"2580","3.7227","3.7227","3.7227","3.6437","3.6437","3.6437","3.7443","3.7443","3.7443","","","","3.2647","3.2647","3.2647","3.4536","3.4536","3.4536"
"2590","3.7201","3.7201","3.7201","3.6398","3.6398","3.6398","3.7404","3.7404","3.7404","","","","3.2615","3.2615","3.2615","3.4507","3.4507","3.4507"
"2600","3.7171","3.7171","3.7171","3.6361","3.6361","3.6361","3.7368","3.7368","3.7368","","","","2.6264","2.6264","2.6264","3.4478","3.4478","3.4478"
"2610","3.7147","3.7147","3.7147","3.6327","3.6327","3.6327","3.7334","3.7334","3.7334","","","","2.4301","2.4301","2.4301","3.445","3.445","3.445"
"2620","3.7121","3.7121","3.7121","3.6289","3.6289","3.6289","3.7297","3.7297","3.7297","","","","2.454","2.454","2.454","3.4423","3.4423","3.4423"
"2630","3.7095","3.7095","3.7095","3.6252","3.6252","3.6252","3.7261","3.7261","3.7261","","","","2.4556","2.4556","2.4556","3.4394","3.4394","3.4394"
"2640","3.7066","3.7066","3.7066","3.6215","3.6215","3.6215","3.722","3.722","3.722","","","","2.4448","2.4448","2.4448","3.4365","3.4365","3.4365"
"2650","3.704","3.704","3.704","3.6178","3.6178","3.6178","3.7188","3.7188","3.7188","","","","2.4369","2.4369","2.4369","3.4333","3.4333","3.4333"
"2660","3.7016","3.7016","3.7016","3.6143","3.6143","3.6143","3.7152","3.7152","3.7152","","","","2.4278","2.4278","2.4278","3.4306","3.4306","3.4306"
"2670","3.6989","3.6989","3.6989","3.6105","3.6105","3.6105","3.7114","3.7114","3.7114","","","","2.428","2.428","2.428","3.4279","3.4279","3.4279"
"2680","3.6964","3.6964","3.6964","3.6066","3.6066","3.6066","3.7078","3.7078","3.7078","","","","2.4289","2.4289","2.4289","3.4252","3.4252","3.4252"
"2690","3.6937","3.6937","3.6937","3.603","3.603","3.603","3.7044","3.7044","3.7044","","","","2.4284","2.4284","2.4284","3.4223","3.4223","3.4223"
"2700","3.6911","3.6911","3.6911","3.5994","3.5994","3.5994","3.7005","3.7005","3.7005","","","","2.4287","2.4287","2.4287","3.4196","3.4196","3.4196"
"2710","3.6884","3.6884","3.6884","3.5957","3.5957","3.5957","3.697","3.697","3.697","","","","2.4315","2.4315","2.4315","3.4167","3.4167","3.4167"
"2720","3.686","3.686","3.686","3.5925","3.5925","3.5925","3.6933","3.6933","3.6933","","","","2.4287","2.4287","2.4287","3.4138","3.4138","3.4138"
"2730","3.6838","3.6838","3.6838","3.5891","3.5891","3.5891","3.69","3.69","3.69","","","","2.4248","2.4248","2.4248","3.4108","3.4108","3.4108"
"2740","3.6811","3.6811","3.6811","3.5857","3.5857","3.5857","3.6869","3.6869","3.6869","","","","2.4266","2.4266","2.4266","3.4079","3.4079","3.4079"
"2750","3.6785","3.6785","3.6785","3.5821","3.5821","3.5821","3.6835","3.6835","3.6835","","","","2.4199","2.4199","2.4199","3.4052","3.4052","3.4052"
"2760","3.6759","3.6759","3.6759","3.5786","3.5786","3.5786","3.6801","3.6801","3.6801","","","","2.4181","2.4181","2.4181","3.4023","3.4023","3.4023"
"2770","3.6735","3.6735","3.6735","3.5752","3.5752","3.5752","3.6767","3.6767","3.6767","","","","2.418","2.418","2.418","3.3995","3.3995","3.3995"
"2780","3.671","3.671","3.671","3.572","3.572","3.572","3.6735","3.6735","3.6735","","","","2.418","2.418","2.418","3.3967","3.3967","3.3967"
"2790","3.6685","3.6685","3.6685","3.5686","3.5686","3.5686","3.6701","3.6701","3.6701","","","","2.4175","2.4175","2.4175","3.3939","3.3939","3.3939"
"2800","3.6661","3.6661","3.6661","3.565","3.565","3.565","3.6669","3.6669","3.6669","","","","2.4167","2.4167","2.4167","3.3913","3.3913","3.3913"
"2810","3.6639","3.6639","3.6639","3.5618","3.5618","3.5618","3.6634","3.6634","3.6634","","","","2.4193","2.4193","2.4193","3.3888","3.3888","3.3888"
"2820","3.6615","3.6615","3.6615","3.5584","3.5584","3.5584","3.6602","3.6602","3.6602","","","","2.4179","2.4179","2.4179","3.386","3.386","3.386"
"2830","3.6592","3.6592","3.6592","3.5549","3.5549","3.5549","3.657","3.657","3.657","","","","2.4177","2.4177","2.4177","3.3832","3.3832","3.3832"
